44.098259,33.287209,52.501791,60.477286,73.644116,26.705139,96.29805,164.434615,135.921404,101.90047,168.028406,141.230618,119.966191,160.074704,146.176804,0.000000
45.535346,34.128891,49.218548,60.51821,66.724704,25.898753,89.122854,164.413515,136.986635,102.108959,167.601053,140.664368,118.320405,161.269468,147.619118,0.000000
44.739317,34.888494,53.496125,57.532717,75.189642,26.447843,96.854187,162.963464,134.631084,102.356388,165.546061,138.099602,118.129733,156.602421,141.724219,0.000000
46.562452,34.368916,50.213439,60.094733,62.592875,27.439214,86.59525,165.239529,135.887485,102.457403,167.648819,138.367546,116.546019,160.409159,142.950281,0.000000
46.855138,34.549669,51.792722,59.637192,64.589391,27.843506,90.164006,164.532822,135.524511,103.498561,168.410691,140.03582,117.82396,160.294704,143.217614,0.000000
44.41484,33.542941,46.636461,59.588236,62.443362,25.520642,83.831655,164.11146,134.788981,102.434084,167.069699,138.677162,116.517729,159.899669,142.890327,0.000000
42.283621,32.910476,50.770822,57.944469,63.171298,30.244194,89.216976,167.210272,140.420327,107.372264,168.753892,142.142619,122.190036,158.970396,145.913756,0.000000
43.325681,33.21094,51.050493,56.251708,57.625825,26.027181,78.825284,162.453911,135.036393,103.286788,164.765913,137.119157,118.494802,156.782355,142.362261,0.000000
40.195126,33.33179,63.968511,57.313969,59.608773,24.861161,80.317371,159.889671,129.871343,98.700486,163.288043,134.016527,117.198657,155.330053,141.770806,0.000000
36.964528,33.541939,57.891578,58.760091,57.338854,25.918592,79.471009,161.723066,130.052159,99.70469,164.631996,133.930631,118.753589,156.115178,142.656537,0.000000
37.667455,32.521008,60.081577,54.761064,51.272873,27.110829,73.995946,161.084154,134.639382,102.364335,163.191734,136.00321,118.311946,154.133331,141.24917,0.000000
39.992201,33.896157,55.374924,55.128421,43.899693,24.434747,62.741566,162.403852,133.846797,101.270335,163.203834,134.124737,114.568517,153.92226,138.401715,0.000000
35.647671,33.127951,58.297281,56.593767,46.192773,25.206131,67.434674,160.239174,130.497597,100.444056,162.869777,134.730806,118.642913,154.860153,142.275502,0.000000
28.21991,24.377333,42.769557,73.184431,93.917864,30.227708,111.966983,175.531793,133.50405,90.947002,166.539478,129.478921,109.239171,161.268898,130.526948,0.000000
27.89815,25.203084,43.559537,68.641047,94.26359,26.068007,107.908586,173.658412,127.931751,91.442513,167.259165,126.705914,110.686504,162.768214,128.294959,0.000000
26.862401,24.416565,45.687279,72.756501,92.807001,28.842511,111.96327,175.879793,132.399512,91.706932,167.406424,129.262833,110.478733,163.475074,131.004627,0.000000
27.088773,25.098166,39.205393,70.357304,94.362099,26.012173,110.978091,173.827408,129.860714,93.483731,166.648296,129.101019,110.111204,162.028924,130.882678,0.000000
29.390243,25.147662,40.615417,74.657499,91.806799,27.809173,111.366757,173.92117,132.640796,91.858016,165.17239,131.240262,109.345752,162.858388,132.03437,0.000000
31.110843,22.986327,38.029063,75.033414,92.526137,31.090726,115.247961,174.830588,138.477188,94.295909,165.799442,136.37162,112.478545,163.383566,136.896907,0.000000
29.253338,23.673327,37.91618,72.230133,94.722573,28.767708,112.123009,176.692121,134.290027,92.864152,168.603131,133.054503,112.353437,163.65607,135.230807,0.000000
31.765345,29.374325,28.254679,55.1495,86.364132,28.452303,101.590764,153.703713,123.064727,91.551478,163.301522,128.91361,112.744883,158.519088,137.320451,0.000000
29.441909,27.333314,27.809476,50.490913,69.33678,31.572233,84.821419,154.682204,119.405115,89.207722,165.912853,127.271794,111.403686,162.795341,137.124447,0.000000
31.276469,29.643488,36.055569,56.887153,95.677003,27.845285,107.915028,156.702783,119.73263,92.647891,165.500874,122.887491,115.613649,158.32562,133.329955,0.000000
24.828196,28.134486,64.949462,59.626862,62.425554,7.529297,36.956788,150.531385,90.778705,48.458441,159.210052,93.363661,57.75479,137.014554,65.342062,0.000000
23.846608,30.820348,75.882148,67.27886,62.780096,10.961038,30.312695,159.306054,112.039502,52.802233,169.952184,118.253694,63.546696,143.066346,93.846009,0.000000
24.598289,32.477577,72.17511,67.869558,62.859708,6.818599,35.202871,156.734691,90.90155,49.612541,162.920889,94.846961,55.732236,136.581156,45.783925,0.000000
23.546577,31.501958,66.709955,61.31175,60.898933,6.341646,32.683586,155.313797,93.56427,49.644386,162.743817,99.082696,57.148735,139.925467,65.157468,0.000000
22.290157,28.664539,66.391074,66.371452,63.143139,5.707564,35.874782,152.2957,78.984542,47.072608,157.03202,76.93358,54.429202,132.454194,43.00458,0.000000
24.843842,34.192976,72.696325,64.793986,58.675715,4.927755,26.457425,152.826143,79.43151,47.340605,162.588315,88.541441,57.410051,137.960374,49.647535,0.000000
24.729865,32.703778,74.134198,62.773418,67.833028,8.510922,41.135657,159.680436,111.294148,54.819571,165.757263,113.463911,59.878661,139.808603,73.163926,0.000000
25.705941,33.193001,69.458176,60.249714,65.606962,7.204381,34.756887,159.727442,105.873341,53.247393,165.293842,107.276403,58.010845,140.480747,65.975241,0.000000
24.330829,28.911269,63.447757,61.110616,58.438673,6.350783,30.37029,149.265414,67.694712,42.067578,154.084546,63.537879,48.574196,135.570716,42.459166,0.000000
27.324763,31.724141,72.731854,64.893427,58.667479,4.099615,26.44075,155.276518,76.13957,46.697083,160.852969,79.938391,53.520831,139.407894,42.446538,0.000000
39.71257,29.220573,42.919251,63.455933,84.546004,29.186292,109.865942,172.804344,141.243137,109.037097,172.371688,145.258732,126.334926,160.752441,150.628043,0.000000
40.366703,28.167104,39.664975,61.026139,74.165431,25.614546,97.116684,167.689286,137.871621,105.816105,169.931564,141.829037,122.417404,160.140359,147.430832,0.000000
42.937099,29.888159,41.635628,64.528642,79.572507,28.497958,105.035512,172.441551,142.466558,108.611588,172.579519,145.330137,126.9414,160.681253,151.974218,0.000000
39.344686,29.399275,42.302621,64.307806,79.808744,30.287323,107.759701,173.668806,143.945472,110.47236,172.051718,145.088947,127.723806,161.134405,153.471355,0.000000
40.270442,30.215451,43.297639,62.032635,87.94177,28.646414,112.124989,172.108191,140.623602,108.72423,171.262285,143.931459,126.71668,159.247107,150.04927,0.000000
41.541362,29.059813,38.321316,62.149041,81.292533,26.890286,104.479275,173.022252,140.484503,109.490857,171.607886,144.561225,126.69533,160.645493,150.926074,0.000000
30.931097,31.458958,59.567206,57.481208,74.940042,26.670079,95.612194,166.07768,136.24735,103.084361,166.98438,138.509543,123.406823,155.96413,144.180878,0.000000
28.919038,29.642543,59.457936,54.090708,74.449425,28.797172,96.579199,166.676505,138.1764,106.102038,166.355489,138.897286,125.236467,155.454678,143.5678,0.000000
31.546677,30.853533,48.022055,56.308973,86.913205,23.22847,102.398279,168.471455,137.047577,104.617483,167.448949,139.726306,122.24923,156.719203,143.677079,0.000000
36.35185997,33.00587178,26.50163785,12.23105619,4.96521345,3.18476237,12.07872917,12.77547048,13.36260628,13.4178591,13.8824499,16.02307011,6.9583712,21.33650474,7.6996524,1.000000
39.28147214,0.65304,8.0005061,9.01586692,4.05795067,3.49319074,6.46609362,6.9993897,5.44232721,2.07741829,8.45275451,4.36724698,8.1235601,6.83733294,7.91965684,1.000000
38.94626914,22.39554303,23.95215532,21.76580896,12.95504186,3.90770826,15.86819623,23.94555968,6.95278147,11.94766314,29.63397907,8.060793,12.90669882,37.65216294,1.73845699,1.000000
31.88583377,43.30988779,25.48881006,15.50023184,10.36347273,7.97790491,14.67354513,5.3400587,15.43530862,3.49214846,5.86271734,10.35101411,3.73772786,17.54087443,10.26353336,1.000000
30.206112,16.966662,20.682376,32.481649,64.691112,33.252745,102.258658,89.623157,116.001483,82.057578,78.815799,116.914384,68.992232,55.433582,86.291351,2.000000
28.688887,16.650313,19.204065,32.944864,59.395881,30.239056,95.758402,85.826542,109.678575,76.404566,75.610551,112.86532,63.718058,53.174395,82.799743,2.000000
31.149816,17.718695,19.826434,31.720977,59.169041,31.175754,95.672395,90.142309,108.493668,79.74362,81.293922,114.078941,69.185729,58.932401,85.586724,2.000000
28.827894,16.75182,17.675484,32.5671,59.946997,30.809325,96.516348,91.352301,111.761994,80.864618,82.569061,116.034913,69.482136,57.798375,85.254495,2.000000
28.661838,15.910374,19.104363,31.512902,59.352319,31.652285,95.682939,87.907824,109.396929,78.570335,80.029491,113.432926,68.021689,56.875439,82.41984,2.000000
30.477124,15.856825,16.618402,30.554627,54.048313,31.069244,90.812145,85.685671,105.393332,75.93426,79.702783,112.811728,68.351652,56.917788,82.963099,2.000000
28.946599,19.341666,16.428747,32.96519,60.733525,32.924427,98.240305,87.874988,113.012567,79.477848,77.430066,116.730591,67.504133,53.961782,85.45432,2.000000
30.545245,18.745038,17.839822,32.684591,56.347787,31.556465,93.359864,87.920666,107.924511,77.957636,79.257242,112.957244,66.589677,55.356464,77.652434,2.000000
28.977617,15.349551,12.989837,31.397832,50.984085,29.445876,87.274424,82.686887,102.675439,73.934995,74.592616,110.353487,64.621285,48.134209,75.068295,2.000000
29.056283,16.213808,17.302163,30.957795,55.17843,30.067287,91.107928,84.714666,105.700126,75.859043,77.005677,113.052664,66.687825,53.309327,83.048363,2.000000
29.562543,17.859333,17.252713,32.360986,59.425593,29.931959,94.801786,90.258612,109.276904,78.77675,81.568221,114.267052,68.60018,57.103321,85.51474,2.000000
29.889848,18.652108,19.731137,32.761874,58.814226,30.301344,94.259239,88.530419,105.419603,78.985379,79.934622,113.343901,69.890388,54.384385,82.208836,2.000000
28.607878,17.618007,18.625805,32.203279,59.944871,32.91671,97.226382,87.501244,110.992553,79.126601,79.726625,116.730374,69.659716,56.066254,87.084077,2.000000
29.740297,16.712152,18.245831,31.80666,59.529477,32.678707,95.181852,85.945025,110.097467,77.024054,77.232613,114.696815,66.19686,55.554161,83.800545,2.000000
31.951918,17.548517,21.703085,33.085891,53.339362,28.809006,88.4655,89.995301,104.25638,77.510903,82.306032,112.877389,69.775516,59.210576,84.919238,2.000000
30.007459,17.642608,18.926401,32.623299,60.145892,32.649937,96.301226,87.3285,110.279417,79.693738,77.739275,116.685845,69.695394,50.380002,82.867716,2.000000
30.241144,18.123243,18.97255,31.53091,56.175736,31.355478,92.558168,86.796404,105.922563,77.149028,79.082934,113.385988,69.023199,55.995768,83.300447,2.000000
28.742155,16.694655,16.904373,32.271464,60.278074,33.587811,98.149579,88.351101,113.019862,79.539148,80.847944,117.304196,69.367903,56.876573,87.246135,2.000000
31.176616,18.097166,20.066528,32.429982,51.630626,30.752664,88.566823,86.38305,103.772724,75.833017,79.23513,112.849614,67.623381,55.261222,80.519798,2.000000
31.01373,17.514736,16.980776,32.480259,55.878706,32.108768,91.950673,86.555535,107.216416,77.310717,77.529436,112.745837,66.862264,55.736807,81.313978,2.000000
27.423372,15.441518,20.553373,31.702532,50.160942,30.330625,86.565786,80.515461,100.826537,71.268869,74.056307,108.778068,62.957561,50.429878,77.311296,2.000000
27.963572,15.933881,19.494042,30.958389,52.312291,31.879891,89.932035,81.321181,105.403183,73.420289,74.885352,112.353803,65.156957,50.96772,80.807097,2.000000
32.061085,17.129638,18.059925,31.098787,52.677163,29.777259,88.024781,88.589946,104.337647,77.043489,82.672582,113.253542,70.555181,61.424403,87.876311,2.000000
28.671715,15.804424,20.165583,30.510429,61.079747,31.925173,97.423935,92.676343,113.035931,83.584865,82.685621,115.640592,69.572737,60.526627,84.839933,2.000000
27.67759,14.785647,17.199913,29.446139,55.033295,31.914926,91.603062,85.806802,109.011465,76.538927,79.71541,114.668935,67.074766,57.495634,84.304737,2.000000
28.529389,15.839658,13.493271,31.627276,53.744377,32.428884,90.880558,82.65941,106.068934,74.067041,72.432003,110.823545,63.17471,47.878658,76.937129,2.000000
26.827738,14.690138,17.198421,30.445953,47.589714,28.302444,83.345066,80.737593,99.330436,71.814495,71.778554,108.081484,61.539932,47.504317,76.663358,2.000000
24.64682,16.747005,18.268586,32.205182,52.145302,28.578044,86.798918,81.892304,101.820509,72.852693,72.771211,109.602566,63.451849,48.652666,80.304939,2.000000
24.88247,15.389953,21.202721,29.379913,52.397084,31.518716,88.542191,81.557171,104.060533,73.711137,70.752488,109.353218,62.631906,44.01199,75.894278,2.000000
